time,close,avg_sen
2025-05-01 00:00:00+00:00,94147.3,0.3387078675750301
2025-05-01 00:01:00+00:00,94187.02,0.2606273520684156
2025-05-01 00:02:00+00:00,94198.75,0.3097696694452315
2025-05-01 00:03:00+00:00,94169.45,0.5513484486509697
2025-05-01 00:04:00+00:00,94238.09,0.3843025490186055
2025-05-01 00:05:00+00:00,94221.4,-0.0590448804561876
2025-05-01 00:06:00+00:00,94231.71,0.3057219223977115
2025-05-01 00:07:00+00:00,94248.0,0.1147026886575899
2025-05-01 00:08:00+00:00,94285.71,0.0561379766010719
2025-05-01 00:09:00+00:00,94303.99,0.2652480092623995
2025-05-01 00:10:00+00:00,94331.04,-0.0588665246825919
2025-05-01 00:11:00+00:00,94344.91,0.3504400926259612
2025-05-01 00:12:00+00:00,94315.24,0.2590292199082406
2025-05-01 00:13:00+00:00,94331.46,0.2015377897769212
2025-05-01 00:14:00+00:00,94269.04,0.1123786158452276
2025-05-01 00:15:00+00:00,94314.04,0.110979019032259
2025-05-01 00:16:00+00:00,94268.89,0.1992498324252665
2025-05-01 00:17:00+00:00,94208.88,0.4447882379662539
2025-05-01 00:18:00+00:00,94224.17,-0.0461586695940544
2025-05-01 00:19:00+00:00,94239.93,0.1419512384105473
2025-05-01 00:20:00+00:00,94229.2,0.2331750804389064
2025-05-01 00:21:00+00:00,94212.56,0.072988359013661
2025-05-01 00:22:00+00:00,94231.31,0.1059495477109319
2025-05-01 00:23:00+00:00,94251.33,0.0738793286828971
2025-05-01 00:24:00+00:00,94266.48,0.3206185914532398
2025-05-01 00:25:00+00:00,94283.99,0.0584876406692752
2025-05-01 00:26:00+00:00,94321.03,0.3333768179484953
2025-05-01 00:27:00+00:00,94280.48,0.0944216888242711
2025-05-01 00:28:00+00:00,94276.01,0.1353085924209536
2025-05-01 00:29:00+00:00,94290.15,0.1864757517310367
2025-05-01 00:30:00+00:00,94264.33,0.1777565085536075
2025-05-01 00:31:00+00:00,94240.48,0.1717328588159656
2025-05-01 00:32:00+00:00,94256.02,-0.071302611284944
2025-05-01 00:33:00+00:00,94240.0,0.3078612855495885
2025-05-01 00:34:00+00:00,94266.28,0.3100223364142169
2025-05-01 00:35:00+00:00,94285.71,0.3006278615828384
2025-05-01 00:36:00+00:00,94271.0,0.169950367846085
2025-05-01 00:37:00+00:00,94224.09,0.0622894187399651
2025-05-01 00:38:00+00:00,94260.87,0.1931454706549023
2025-05-01 00:39:00+00:00,94256.65,0.0184180610166448
2025-05-01 00:40:00+00:00,94280.0,0.034578142788909
2025-05-01 00:41:00+00:00,94284.7,-0.0492662050237413
2025-05-01 00:42:00+00:00,94284.71,0.0177887227554391
2025-05-01 00:43:00+00:00,94294.39,-0.0299110969610731
2025-05-01 00:44:00+00:00,94287.13,-0.2004615967566876
2025-05-01 00:45:00+00:00,94304.34,-0.1817690783575403
2025-05-01 00:46:00+00:00,94347.82,0.1970604062965139
2025-05-01 00:47:00+00:00,94359.99,0.1027222803386394
2025-05-01 00:48:00+00:00,94378.4,-0.1512694996116416
2025-05-01 00:49:00+00:00,94382.28,0.0681522090703115
2025-05-01 00:50:00+00:00,94375.77,0.1125536243672724
2025-05-01 00:51:00+00:00,94379.99,0.1225732293572615
2025-05-01 00:52:00+00:00,94391.29,0.0284221772703208
2025-05-01 00:53:00+00:00,94391.62,0.1309498195889694
2025-05-01 00:54:00+00:00,94387.23,-0.0795129002265942
2025-05-01 00:55:00+00:00,94345.03,-0.0506246837427501
2025-05-01 00:56:00+00:00,94328.73,0.1161428004869126
2025-05-01 00:57:00+00:00,94330.76,-0.0475652491906657
2025-05-01 00:58:00+00:00,94362.93,-0.1428738720132969
2025-05-01 00:59:00+00:00,94405.47,0.1329238869366235
2025-05-01 01:00:00+00:00,94398.51,0.2404241318107341
2025-05-01 01:01:00+00:00,94412.32,0.2076743849440767
2025-05-01 01:02:00+00:00,94450.0,0.0441271731838712
2025-05-01 01:03:00+00:00,94479.99,0.0263105805356506
2025-05-01 01:04:00+00:00,94493.45,0.0264456675133921
2025-05-01 01:05:00+00:00,94461.23,0.1464293503418698
2025-05-01 01:06:00+00:00,94531.18,-0.0440667271001362
2025-05-01 01:07:00+00:00,94529.43,0.0914953514002263
2025-05-01 01:08:00+00:00,94560.01,-0.2062082459742669
2025-05-01 01:09:00+00:00,94560.02,0.2008530210966811
2025-05-01 01:10:00+00:00,94557.69,0.3854326597383161
2025-05-01 01:11:00+00:00,94559.2,0.1331656175633807
2025-05-01 01:12:00+00:00,94558.76,0.1374982522800564
2025-05-01 01:13:00+00:00,94500.32,0.2715157599886879
2025-05-01 01:14:00+00:00,94532.51,-0.0740345291301815
2025-05-01 01:15:00+00:00,94545.03,0.1363066292396979
2025-05-01 01:16:00+00:00,94658.75,0.1143582688097882
2025-05-01 01:17:00+00:00,94673.77,0.0669182158397653
2025-05-01 01:18:00+00:00,94660.0,0.2846470575804184
2025-05-01 01:19:00+00:00,94650.01,0.3919521702482598
2025-05-01 01:20:00+00:00,94688.93,0.0950053665204904
2025-05-01 01:21:00+00:00,94674.87,0.2838035967713221
2025-05-01 01:22:00+00:00,94640.01,0.034080634898457
2025-05-01 01:23:00+00:00,94593.52,0.0343924499401408
2025-05-01 01:24:00+00:00,94625.11,0.2619964290584903
2025-05-01 01:25:00+00:00,94612.51,0.1280662406352348
2025-05-01 01:26:00+00:00,94636.0,0.0328632912132888
2025-05-01 01:27:00+00:00,94664.46,0.0096749230034892
2025-05-01 01:28:00+00:00,94649.39,0.099642504377698
2025-05-01 01:29:00+00:00,94633.37,0.1311143493900696
2025-05-01 01:30:00+00:00,94630.01,0.2812932650876146
2025-05-01 01:31:00+00:00,94604.57,0.0463960470980964
2025-05-01 01:32:00+00:00,94651.85,-0.0345804875561346
2025-05-01 01:33:00+00:00,94674.4,0.0391831456683576
2025-05-01 01:34:00+00:00,94678.98,0.2490807502375294
2025-05-01 01:35:00+00:00,94674.41,0.0380865638027898
2025-05-01 01:36:00+00:00,94667.47,0.2246096751303412
2025-05-01 01:37:00+00:00,94650.31,0.242281835256356
2025-05-01 01:38:00+00:00,94689.19,0.166920003377729
2025-05-01 01:39:00+00:00,94572.12,-0.0294221212971024
2025-05-01 01:40:00+00:00,94485.97,0.1019302310252731
2025-05-01 01:41:00+00:00,94538.49,0.1575140515924431
2025-05-01 01:42:00+00:00,94569.91,0.0877602685747357
2025-05-01 01:43:00+00:00,94574.22,-0.1546982050946864
2025-05-01 01:44:00+00:00,94710.0,0.1171856815490173
2025-05-01 01:45:00+00:00,94656.04,0.0325969176308717
2025-05-01 01:46:00+00:00,94595.71,-0.1218949059127933
2025-05-01 01:47:00+00:00,94618.98,-0.0009983630152419
2025-05-01 01:48:00+00:00,94626.88,0.0720680804079165
2025-05-01 01:49:00+00:00,94595.72,0.2142280151435573
2025-05-01 01:50:00+00:00,94632.99,0.269093608056816
2025-05-01 01:51:00+00:00,94580.0,0.1031816472299397
2025-05-01 01:52:00+00:00,94597.76,0.1553456309845606
2025-05-01 01:53:00+00:00,94639.99,0.3517445661321592
2025-05-01 01:54:00+00:00,94646.02,0.058161803423427
2025-05-01 01:55:00+00:00,94681.91,0.0082816365891351
2025-05-01 01:56:00+00:00,94652.0,0.1720225333282724
2025-05-01 01:57:00+00:00,94590.23,-0.0947496816224884
2025-05-01 01:58:00+00:00,94608.06,0.1506735114713332
2025-05-01 01:59:00+00:00,94636.51,0.1858261358951602
2025-05-01 02:00:00+00:00,94664.48,0.267097111674957
2025-05-01 02:01:00+00:00,94628.0,0.1888511313435932
2025-05-01 02:02:00+00:00,94675.09,0.2137982796007038
2025-05-01 02:03:00+00:00,94675.09,0.2090998402992753
2025-05-01 02:04:00+00:00,94680.0,0.0597106238245032
2025-05-01 02:05:00+00:00,94700.0,0.3458347558625974
2025-05-01 02:06:00+00:00,94703.22,0.3007633195906553
2025-05-01 02:07:00+00:00,94777.63,0.0860132302235191
2025-05-01 02:08:00+00:00,94775.84,0.1680289223505598
2025-05-01 02:09:00+00:00,94762.5,0.017923832607145
2025-05-01 02:10:00+00:00,94804.4,0.2600149445984837
2025-05-01 02:11:00+00:00,94767.64,0.1320493635980205
2025-05-01 02:12:00+00:00,94755.96,0.0779949470340986
2025-05-01 02:13:00+00:00,94740.81,0.164925387641415
2025-05-01 02:14:00+00:00,94701.0,0.2569577819279705
2025-05-01 02:15:00+00:00,94732.21,0.1678969068631816
2025-05-01 02:16:00+00:00,94733.43,0.0822636492084711
2025-05-01 02:17:00+00:00,94773.05,0.3117121970007086
2025-05-01 02:18:00+00:00,94735.55,0.0011721902216473
2025-05-01 02:19:00+00:00,94768.68,0.0854229563200432
2025-05-01 02:20:00+00:00,94779.99,0.0975555711674728
2025-05-01 02:21:00+00:00,94762.56,0.3561409524894164
2025-05-01 02:22:00+00:00,94774.99,-0.1202163071228334
2025-05-01 02:23:00+00:00,94775.0,0.1106322748959064
2025-05-01 02:24:00+00:00,94799.99,0.0015535605605691
2025-05-01 02:25:00+00:00,94799.99,0.119708879961093
2025-05-01 02:26:00+00:00,94857.13,0.1746933189038511
2025-05-01 02:27:00+00:00,94925.99,0.2079572817942659
2025-05-01 02:28:00+00:00,94948.92,0.0611345619368164
2025-05-01 02:29:00+00:00,94928.33,0.064733166519242
2025-05-01 02:30:00+00:00,94948.99,0.1570651808204794
2025-05-01 02:31:00+00:00,94872.26,0.0836252289494344
2025-05-01 02:32:00+00:00,94888.5,0.1031165498901497
2025-05-01 02:33:00+00:00,94884.98,0.2036317033006956
2025-05-01 02:34:00+00:00,94884.98,0.0446272599399976
2025-05-01 02:35:00+00:00,94947.91,0.0970248394565155
2025-05-01 02:36:00+00:00,94947.26,0.1751302059434739
2025-05-01 02:37:00+00:00,94962.0,0.1804872521285065
2025-05-01 02:38:00+00:00,94962.11,0.0660918813110107
2025-05-01 02:39:00+00:00,94923.21,0.0009145799903543
2025-05-01 02:40:00+00:00,94894.93,0.0913274268968962
2025-05-01 02:41:00+00:00,94860.21,0.1042764262569233
2025-05-01 02:42:00+00:00,94862.25,0.1942781211715191
2025-05-01 02:43:00+00:00,94836.06,0.2405257468091566
2025-05-01 02:44:00+00:00,94898.4,0.0596793630626052
2025-05-01 02:45:00+00:00,94920.98,0.2343570585362613
2025-05-01 02:46:00+00:00,94920.0,0.2183932083426043
2025-05-01 02:47:00+00:00,94912.39,0.2580616691903699
2025-05-01 02:48:00+00:00,94845.69,0.2433898642387551
2025-05-01 02:49:00+00:00,94825.56,0.1554257135971316
2025-05-01 02:50:00+00:00,94846.28,0.3240473469253629
2025-05-01 02:51:00+00:00,94810.77,0.3739144140909913
2025-05-01 02:52:00+00:00,94778.23,0.183165435972826
2025-05-01 02:53:00+00:00,94783.2,0.0620721449609845
2025-05-01 02:54:00+00:00,94807.08,0.2131976841119467
2025-05-01 02:55:00+00:00,94835.93,0.2178145634922354
2025-05-01 02:56:00+00:00,94827.99,0.1962398865772411
2025-05-01 02:57:00+00:00,94815.45,0.23005091490224
2025-05-01 02:58:00+00:00,94835.54,0.0400398538113222
2025-05-01 02:59:00+00:00,94867.46,0.4026963280694973
2025-05-01 03:00:00+00:00,94888.5,0.2799488735744608
2025-05-01 03:01:00+00:00,94865.8,0.166794081092424
2025-05-01 03:02:00+00:00,94880.58,0.3597936513926834
2025-05-01 03:03:00+00:00,94911.45,0.1159448819663865
2025-05-01 03:04:00+00:00,94895.72,0.3384592071552538
2025-05-01 03:05:00+00:00,94920.69,0.1815118816836426
2025-05-01 03:06:00+00:00,94956.53,0.1147831154780255
2025-05-01 03:07:00+00:00,94949.6,0.1975167518407529
2025-05-01 03:08:00+00:00,94959.75,0.1366722380334976
2025-05-01 03:09:00+00:00,94962.34,0.03417709392185
2025-05-01 03:10:00+00:00,94972.0,0.1703932669895169
2025-05-01 03:11:00+00:00,94990.44,-0.0724619138560703
2025-05-01 03:12:00+00:00,94962.1,0.2368885411834344
2025-05-01 03:13:00+00:00,94780.0,0.1605837484728544
2025-05-01 03:14:00+00:00,94718.22,0.1031796115720154
2025-05-01 03:15:00+00:00,94758.01,0.1507042011513409
2025-05-01 03:16:00+00:00,94756.38,0.1891513740753426
2025-05-01 03:17:00+00:00,94727.49,0.0464752360829152
2025-05-01 03:18:00+00:00,94714.89,0.1654485545586794
2025-05-01 03:19:00+00:00,94695.65,0.1561662474248026
2025-05-01 03:20:00+00:00,94727.55,0.2488520415936363
2025-05-01 03:21:00+00:00,94767.87,0.3627146661747247
2025-05-01 03:22:00+00:00,94792.01,0.1972403465991928
2025-05-01 03:23:00+00:00,94787.27,0.2400867320830002
2025-05-01 03:24:00+00:00,94787.28,0.0539067745866144
2025-05-01 03:25:00+00:00,94798.11,0.1513074633964736
2025-05-01 03:26:00+00:00,94800.55,0.3182160852811648
2025-05-01 03:27:00+00:00,94802.3,-0.0300083846785128
2025-05-01 03:28:00+00:00,94815.14,0.1918787292141297
2025-05-01 03:29:00+00:00,94815.13,0.1700833012146176
2025-05-01 03:30:00+00:00,94834.7,0.23377598664427
2025-05-01 03:31:00+00:00,94861.88,0.1929899405590013
2025-05-01 03:32:00+00:00,94804.67,0.0522245073124118
2025-05-01 03:33:00+00:00,94756.11,0.2178610103874234
